id,total_a_bordo,pasajero_a_bordo,tripulantes_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulantes_fallecidos,fallecidos_en_tierra
2488,44,40,4,1,1,0,0
2489,8,5,3,5,3,2,0
2490,27,25,2,5,4,1,0
2491,112,105,7,112,105,7,0
2492,109,100,9,109,100,9,0
2493,23,15,8,23,15,8,0
2494,4,0,4,4,0,4,0
2495,10,0,10,10,0,10,0
2496,30,26,4,30,26,4,0
2497,100,91,9,99,91,8,2
2498,31,26,5,14,12,2,0
2499,32,0,0,30,0,0,0
2500,39,34,5,39,34,5,0
2501,10,9,1,3,2,1,0
2502,37,32,5,37,32,5,0
2503,37,0,0,37,0,0,0
2504,21,18,3,21,18,3,0
2505,11,0,11,11,0,11,0
2506,34,30,4,8,7,1,0
2507,38,34,4,4,1,3,0
2508,40,37,3,32,30,2,0
2509,43,37,6,43,37,6,0
2510,2,1,1,2,1,1,0
2511,11,9,2,3,2,1,0
2512,3,0,3,3,0,3,0
2513,4,1,3,2,0,2,0
2514,75,71,4,75,71,4,0
2515,79,73,6,79,73,6,0
2516,229,219,10,47,46,1,0
2517,44,39,5,42,37,5,0
2518,8,4,4,8,4,4,0
2519,16,12,4,5,2,3,0
2520,27,20,7,19,16,3,0
2521,55,48,7,2,2,0,0
2522,35,31,4,7,7,0,0
2523,31,28,3,31,28,3,0
2524,93,90,3,93,90,3,0
2525,16,8,8,16,8,8,0
2526,21,14,7,2,0,2,0
2527,47,39,8,45,38,7,0
2528,35,30,5,35,30,5,0
2529,21,17,4,21,17,4,0
2530,14,12,2,14,12,2,0
2531,60,55,5,2,1,1,0
2532,47,43,4,13,12,1,0
2533,7,6,1,7,6,1,0
2534,12,8,4,12,8,4,0
2535,15,11,4,15,11,4,0
2536,5,0,5,5,0,5,0
2537,65,57,8,65,57,8,0
2538,40,36,4,39,35,4,0
2539,4,3,1,4,3,1,0
2540,35,32,3,5,2,3,0
2541,83,76,7,78,75,3,0
2542,4,2,2,4,2,2,0
2543,6,5,1,6,5,1,0
2544,51,44,7,50,44,6,0
2545,31,28,3,28,26,2,0
2546,24,20,4,24,20,4,0
2547,6,4,2,6,4,2,0
2548,24,21,3,17,15,2,0
2549,68,64,4,68,64,4,0
2550,6,4,2,6,4,2,0
2551,4,0,4,4,0,4,0
2552,126,118,8,97,93,4,0
2553,39,36,3,37,34,3,0
2554,164,155,9,163,155,8,0
2555,218,197,21,0,0,0,0
2556,37,32,5,37,32,5,0
2557,8,7,1,3,2,1,0
2558,34,25,9,32,23,9,0
2559,111,104,7,111,104,7,0
2560,121,115,6,22,21,1,0
2561,5,3,2,5,3,2,0
2562,49,41,8,49,41,8,0
2563,9,7,2,9,6,2,0
2564,32,28,4,32,28,4,0
2565,63,55,8,63,55,8,0
2566,25,18,7,25,18,7,0
2567,10,9,1,10,9,1,0
2568,21,17,4,19,15,4,0
2569,16,14,2,16,14,2,0
2570,23,20,3,22,19,3,0
2571,8,6,2,4,2,2,0
2572,52,46,6,52,46,6,0
2573,69,62,7,69,62,7,0
2574,48,43,5,48,43,5,0
2575,25,17,8,25,17,8,0
2576,34,29,5,34,29,5,0
2577,57,53,4,57,53,4,0
2578,29,24,5,2,1,1,0
2579,42,37,5,10,9,1,0
2580,31,27,4,21,17,4,0
2581,73,62,11,28,26,2,0
2582,92,86,6,91,85,6,0
2583,23,18,5,23,18,5,0
2584,104,98,6,104,98,6,0
2585,20,15,5,20,15,5,0
2586,39,36,3,39,36,3,0
2587,28,23,5,27,23,4,0
2588,9,6,3,6,5,1,0
2589,38,34,4,1,0,1,0
2590,19,15,4,19,15,4,0
2591,23,17,6,23,17,6,0
2592,48,45,3,16,14,2,1
2593,112,106,6,112,106,6,0
2594,22,13,9,22,13,9,0
2595,25,21,4,25,21,4,0
2596,18,15,3,18,15,3,0
2597,3,2,1,3,2,1,0
2598,107,96,11,43,35,8,0
2599,6,2,4,6,2,4,0
2600,10,9,1,4,4,0,0
2601,18,14,4,18,14,4,0
2602,115,108,7,115,108,7,0
2603,7,5,2,7,5,2,0
2604,34,32,2,34,32,2,0
2605,9,0,9,9,0,9,25
2606,122,115,7,122,115,7,0
2607,25,19,6,22,17,5,0
2608,13,10,3,8,6,2,0
2609,18,15,3,9,6,3,0
2610,11,10,1,11,10,1,0
2611,4,0,4,4,0,4,0
2612,32,29,3,32,29,3,0
2613,3,0,3,3,0,3,0
2614,47,0,0,47,0,0,0
2615,87,76,11,82,72,10,4
2616,81,71,10,81,71,10,0
2617,118,112,6,118,112,6,0
2618,20,18,2,5,3,2,0
2619,13,8,5,13,8,5,0
2620,86,79,7,3,3,0,0
2621,10,0,10,10,0,10,0
2622,67,60,7,52,50,2,0
2623,19,17,2,19,17,2,0
2624,84,0,0,1,1,0,0
2625,38,32,6,38,32,6,0
2626,18,14,4,18,14,4,0
2627,44,36,8,30,23,7,0
2628,156,148,8,156,148,8,0
2629,31,27,4,26,22,4,0
2630,34,31,3,34,31,3,0
2631,29,26,3,25,22,3,0
2632,102,93,9,102,93,9,0
2633,4,3,1,4,3,1,0
2634,8,6,2,1,0,1,0
2635,11,8,3,11,8,3,0
2636,31,27,4,31,27,4,0
2637,1,0,1,0,0,0,22
2638,13,8,5,10,6,4,0
2639,108,108,8,108,100,8,0
2640,9,7,2,9,7,2,0
2641,45,40,5,29,24,5,0
2642,174,164,10,174,164,10,0
2643,4,3,1,4,3,1,0
2644,53,49,4,37,36,1,0
2645,8,7,1,1,1,0,0
2646,68,63,5,60,55,5,0
2647,27,24,3,27,24,3,0
2648,22,0,0,22,0,0,0
2649,35,31,4,35,31,4,0
2650,11,10,1,11,10,1,0
2651,76,61,15,62,53,9,0
2652,155,148,7,155,148,7,0
2653,26,22,4,26,22,4,0
2654,61,55,6,43,40,3,2
2655,133,122,11,10,10,0,0
2656,13,11,2,13,11,2,0
2657,45,42,3,40,37,3,0
2658,176,163,13,103,97,6,0
2659,5,2,3,5,2,3,0
2660,5,0,5,5,0,5,0
2661,4,2,2,4,2,2,0
2662,39,34,5,39,34,5,0
2663,202,193,9,176,170,6,0
2664,3,0,3,3,0,3,0
2665,37,30,7,37,30,7,0
2666,100,87,13,66,62,4,0
2667,5,4,1,5,4,1,0
2668,28,25,3,22,19,3,0
2669,113,104,9,108,100,8,0
2670,79,71,8,79,71,8,0
2671,32,29,3,32,29,3,0
2672,13,10,3,13,10,3,0
2673,25,17,8,25,17,8,0
2674,182,166,16,68,61,7,0
2675,3,0,3,3,0,3,0
2676,62,57,5,62,57,5,0
2677,145,139,6,108,104,4,0
2678,17,0,17,16,0,16,0
2679,19,16,3,4,2,2,0
2680,61,55,8,61,55,8,0
2681,81,72,9,81,72,9,0
2682,11,9,2,11,9,2,0
2683,4,1,3,4,1,3,0
2684,65,58,7,48,43,5,0
2685,23,16,7,23,16,7,0
2686,6,0,6,6,0,6,8
2687,4,0,4,2,0,2,0
2688,27,22,5,27,22,5,0
2689,85,78,8,2,0,2,7
2690,18,13,5,18,13,5,0
2691,61,54,7,2,2,0,0
2692,134,117,17,123,116,7,0
2693,79,69,10,78,68,10,0
2694,44,41,3,38,37,1,0
2695,5,4,1,5,4,1,0
2696,89,83,6,89,83,6,0
2697,85,79,6,85,79,6,1
2698,10,9,1,10,9,1,0
2699,64,60,4,56,54,2,0
2700,17,14,3,16,13,3,0
2701,42,36,6,42,36,6,0
2702,25,17,8,24,17,7,0
2703,149,141,8,1,1,0,0
2704,6,3,3,6,3,3,0
2705,41,35,6,41,35,6,0
2706,6,5,1,6,5,1,0
2707,11,8,3,11,8,3,0
2708,9,5,4,9,5,4,0
2709,108,100,8,108,100,8,0
2710,10,8,2,10,8,2,0
2711,122,114,8,122,114,8,0
2712,65,60,5,8,8,0,0
2713,16,12,4,6,3,3,0
2714,3,0,3,3,0,3,0
2715,128,116,12,1,1,0,0
2716,27,24,3,27,24,3,0
2717,75,68,7,13,11,5,0
2718,51,45,6,51,45,6,0
2719,177,167,10,30,29,1,0
2720,20,0,0,20,0,0,0
2721,106,99,7,106,99,7,0
2722,17,11,6,17,11,6,0
2723,25,22,3,1,1,0,0
2724,42,38,4,38,35,3,0
2725,17,15,2,12,11,1,0
2726,4,1,3,4,1,3,0
2727,24,18,6,24,18,6,0
2728,31,28,3,31,28,3,0
2729,24,21,3,24,21,3,0
2730,14,11,3,14,11,3,0
2731,73,68,5,66,62,4,0
2732,101,91,10,97,87,10,0
2733,298,279,19,1,1,0,0
2734,40,35,5,35,30,5,0
2735,15,10,5,1,0,1,0
2736,7,4,3,7,4,3,0
2737,346,335,11,346,335,11,0
2738,18,15,3,18,15,3,0
2739,36,32,4,36,32,4,0
2740,96,92,4,15,15,0,0
2741,84,80,4,78,75,3,0
2742,107,96,11,107,96,11,0
2743,109,102,7,109,102,7,0
2744,12,10,2,6,5,1,0
2745,24,21,3,22,19,3,0
2746,3,0,3,3,0,3,0
2747,3,1,2,3,1,2,0
2748,29,25,4,29,25,4,0
2749,2,0,2,2,0,2,0
2750,44,38,6,44,38,6,0
2751,39,33,6,19,17,2,0
2752,5,4,1,5,4,1,0
2753,3,0,3,3,0,3,0
2754,5,1,4,5,1,4,0
2755,11,8,3,5,2,3,0
2756,60,50,10,47,39,8,0
2757,27,24,3,27,24,3,0
2758,49,45,4,49,45,4,0
2759,31,24,7,31,24,7,0
2760,39,36,3,36,33,3,0
2761,88,79,9,88,79,9,0
2762,82,78,4,70,68,2,0
2763,75,67,8,75,67,8,0
2764,8,4,4,1,0,1,0
2765,4,0,4,4,0,4,0
2766,2,1,1,2,1,1,0
2767,38,32,6,38,32,6,0
2768,8,5,3,1,1,0,0
2769,157,144,13,59,55,4,0
2770,24,21,3,2,0,2,0
2771,4,0,4,4,0,4,0
2772,92,85,7,92,85,7,0
2773,3,0,3,3,0,3,0
2774,18,11,7,13,11,2,0
2775,191,182,9,191,182,9,0
2776,5,4,1,5,4,1,0
2777,54,53,1,54,53,1,0
2778,19,15,4,7,7,0,0
2779,77,71,6,77,71,6,0
2780,33,28,5,33,28,5,0
2781,24,21,3,24,213,3,0
2782,9,6,3,9,6,3,0
2783,21,17,4,21,17,4,0
2784,14,10,4,14,10,4,0
2785,9,0,9,9,0,9,0
2786,16,14,2,16,14,2,0
2787,42,38,4,42,38,4,0
2788,30,27,3,2,1,1,0
2789,16,14,2,5,3,2,0
2790,33,29,4,33,29,4,0
2791,40,35,5,40,35,5,0
2792,3,0,3,3,0,3,0
2793,5,0,5,5,0,5,0
2794,15,13,2,15,13,2,0
2795,26,20,6,26,20,6,0
2796,55,50,5,55,50,5,0
2797,6,4,2,5,3,2,0
2798,12,10,2,7,6,1,0
2799,16,12,4,16,12,4,0
2800,330,314,16,155,150,5,0
2801,23,19,4,23,19,4,0
2802,64,59,5,1,1,0,0
2803,15,11,4,1,0,1,3
2804,124,116,8,113,107,6,0
2805,2,1,1,2,1,1,0
2806,4,0,4,2,0,2,0
2807,40,35,5,40,35,5,0
2808,75,70,5,27,27,0,0
2809,188,181,7,188,181,7,0
2810,20,17,3,20,17,3,0
2811,131,124,7,0,0,0,0
2812,11,6,5,11,6,5,0
2813,38,34,4,23,21,2,0
2814,128,117,11,126,115,11,0
2815,32,28,4,10,7,3,0
2816,34,28,6,27,24,3,0
2817,9,6,3,1,1,0,0
2818,61,57,4,25,21,4,1
2819,60,50,10,60,50,10,0
2820,4,0,4,4,0,4,0
2821,6,2,4,6,2,4,5
2822,11,8,3,11,8,3,0
2823,67,63,4,67,63,4,0
2824,120,115,5,75,71,4,0
2825,9,8,1,9,8,1,0
2826,38,33,5,38,33,5,0
2827,22,18,4,15,11,4,0
2828,50,46,4,19,18,1,0
2829,48,45,3,3,2,1,0
2830,20,11,9,20,11,9,0
2831,6,5,1,6,5,1,0
2832,9,8,1,9,8,1,0
2833,82,67,15,82,67,15,0
2834,6,4,2,6,4,2,0
2835,61,56,5,61,56,5,1
2836,7,6,1,7,6,1,0
2837,10,7,3,7,4,3,0
2838,42,36,6,34,28,6,0
2839,40,36,4,40,36,4,0
2840,11,9,2,9,7,2,0
2841,3,0,3,3,0,3,0
2842,6,1,5,3,1,2,0
2843,124,104,10,24,15,9,0
2844,11,10,1,5,5,0,0
2845,9,5,4,6,3,3,0
2846,22,18,4,19,15,4,0
2847,111,100,11,111,100,11,7
2848,4,3,1,4,3,1,0
2849,16,14,2,5,4,1,0
2850,50,45,5,1,1,0,0
2851,34,31,3,34,31,3,0
2852,12,11,1,12,11,1,0
2853,88,81,7,37,35,2,0
2854,10,8,2,4,4,0,0
2855,17,7,10,17,7,10,0
2856,52,46,6,52,46,6,0
2857,87,77,10,14,14,0,3
2858,45,35,10,45,35,10,0
2859,45,33,12,45,33,12,1
2860,11,10,1,11,10,1,0
2861,258,0,0,7,0,0,0
2862,17,0,0,17,0,0,0
2863,79,73,6,76,70,6,0
2864,5,0,5,5,0,5,0
2865,32,28,4,12,12,0,0
2866,59,55,4,59,55,4,0
2867,20,15,5,1,1,0,0
2868,18,4,14,18,4,14,0
2869,4,3,1,3,2,1,0
2870,68,58,10,68,58,10,0
2871,64,55,9,64,55,9,0
2872,176,162,14,176,162,14,0
2873,154,146,8,154,146,8,0
2874,20,15,5,15,12,3,0
2875,4,0,4,4,0,4,0
2876,73,48,25,73,48,25,0
2877,3,0,3,3,0,3,113
2878,95,89,6,95,89,6,0
2879,7,5,2,2,0,2,0
2880,38,33,5,29,25,4,0
2881,2,0,2,2,0,2,0
2882,50,46,4,50,46,4,0
2883,73,67,6,73,67,6,0
2884,10,8,2,3,3,1,0
2885,7,4,3,7,4,3,0
2886,55,50,5,48,44,4,0
2887,8,3,5,8,3,5,0
2888,53,44,9,53,44,9,19
2889,19,14,5,19,14,5,0
2890,4,2,2,4,2,2,0
2891,5,0,5,5,0,5,0
2892,90,82,8,90,82,8,0
2893,12,9,3,12,9,3,0
2894,22,19,3,22,19,3,0
2895,2,0,2,1,0,1,0
2896,5,2,3,4,2,2,0
2897,98,92,6,77,76,1,0
2898,10,7,3,4,2,2,0
2899,21,17,3,19,16,3,0
2900,44,38,6,44,38,6,0
2901,4,0,4,2,0,2,0
2902,644,614,30,583,560,23,0
2903,23,20,3,15,13,2,0
2904,27,23,4,8,5,3,0
2905,85,81,4,62,60,2,8
2906,35,31,4,35,31,4,0
2907,21,15,6,21,15,6,0
2908,28,22,6,28,22,6,0
2909,54,50,4,54,50,4,0
2910,9,0,9,9,0,9,0
2911,6,1,5,6,1,5,0
2912,25,22,3,4,4,0,1
2913,69,59,10,67,57,10,0
2914,18,16,2,18,16,2,0
2915,15,13,2,12,10,2,0
2916,16,0,16,16,0,16,0
2917,3,0,3,3,0,3,0
2918,7,0,0,6,0,0,0
2919,30,25,5,30,25,5,0
2920,40,34,6,40,34,6,0
2921,5,2,3,5,2,3,0
2922,82,75,7,38,31,7,0
2923,40,36,4,25,0,0,0
2924,2,1,1,2,1,1,0
2925,3,0,3,3,0,3,0
2926,2,0,2,2,0,2,0
2927,4,0,4,4,0,4,0
2928,33,29,4,33,29,4,0
2929,13,11,2,13,11,2,0
2930,19,16,3,19,16,3,0
2931,4,0,4,4,0,4,0
2932,20,0,20,20,0,20,0
2933,53,45,8,29,21,8,0
2934,79,69,10,34,26,8,0
2935,26,24,2,6,4,2,0
2936,37,33,4,24,0,0,0
2937,13,12,1,13,12,1,0
2938,5,2,3,5,2,3,0
2939,164,156,8,131,125,6,0
2940,79,74,5,46,41,5,0
2941,32,28,4,32,28,4,0
2942,165,159,6,59,59,0,0
2943,100,93,7,100,93,7,0
2944,19,18,1,17,16,1,0
2945,23,18,5,17,13,4,0
2946,13,0,13,13,0,13,0
2947,29,26,3,29,26,3,0
2948,3,0,3,3,0,3,0
2949,57,52,5,36,35,1,0
2950,10,9,1,5,5,0,0
2951,10,8,2,10,8,2,0
2952,24,20,4,24,20,4,0
2953,213,190,23,213,190,23,0
2954,14,10,4,14,10,4,0
2955,14,12,2,2,0,2,0
2956,44,40,4,44,40,4,0
2957,17,15,2,17,15,2,0
2958,49,44,5,42,38,4,0
2959,7,4,3,7,4,3,0
2960,200,186,14,2,2,0,0
2961,18,11,7,18,11,7,0
2962,47,43,4,47,43,4,0
2963,73,66,7,73,66,7,0
2964,6,5,1,6,5,1,0
2965,48,44,4,48,44,4,0
2966,6,4,2,3,3,0,0
2967,9,7,2,2,0,2,0
2968,109,97,12,2,2,0,0
2969,12,9,3,8,5,3,0
2970,58,52,6,3,3,0,0
2971,134,126,8,4,4,0,0
2972,10,8,2,10,8,2,0
2973,18,16,2,18,16,2,0
2974,107,102,5,2,2,0,0
2975,18,15,3,18,15,3,0
2976,14,11,3,14,11,3,0
2977,10,9,1,10,9,1,0
2978,17,9,8,15,8,7,0
2979,13,11,2,11,9,2,0
2980,56,52,4,38,34,4,0
2981,3,2,1,3,2,1,0
2982,21,19,2,18,17,1,0
2983,6,5,1,6,5,1,0
2984,28,24,4,21,17,4,12
2985,137,128,9,137,128,9,7
2986,15,12,3,15,12,3,0
2987,44,40,4,2,1,1,0
2988,18,0,0,18,0,0,0
2989,38,34,4,38,34,4,0
2990,7,6,1,2,2,0,0
2991,11,0,0,11,0,0,0
2992,26,21,5,26,21,5,0
2993,18,0,0,18,0,0,0
2994,262,249,13,183,175,8,0
2995,20,19,1,15,14,1,0
2996,77,70,7,77,70,7,1
2997,27,24,3,27,24,3,0
2998,5,4,1,5,4,1,0
2999,22,20,2,2,1,1,0
3000,10,9,1,10,9,1,0
3001,132,126,6,1,1,0,3
3002,129,124,5,108,103,5,0
3003,189,181,8,10,8,2,0
3004,13,9,5,13,8,5,0
3005,23,20,3,14,14,0,0
3006,6,4,2,5,3,2,0
3007,6,0,6,6,0,6,0
3008,18,16,2,18,16,2,0
3009,59,54,5,59,54,5,0
3010,25,22,3,2,1,1,0
3011,4,2,2,2,1,1,0
3012,5,2,3,5,2,3,0
3013,8,7,1,8,7,1,0
3014,7,4,3,3,1,2,0
3015,12,0,12,12,0,12,32
3016,64,49,15,45,41,4,0
3017,119,113,6,58,57,1,0
3018,10,6,4,10,6,4,0
3019,24,21,3,17,14,3,0
3020,11,10,1,1,1,0,0
3021,18,15,3,3,3,0,0
3022,57,52,5,57,52,5,0
3023,3,0,3,3,0,3,0
3024,271,258,13,271,258,13,2
3025,12,7,5,12,7,5,0
3026,18,16,2,17,15,2,0
3027,27,0,27,27,0,27,0
3028,10,8,2,1,0,1,0
3029,61,57,4,61,57,4,0
3030,9,8,1,9,8,1,0
3031,7,6,1,7,6,1,0
3032,6,0,6,6,0,6,0
3033,21,19,2,8,7,1,0
3034,47,44,3,17,15,2,0
3035,3,2,1,1,0,1,0
3036,14,12,2,14,12,2,0
3037,45,40,5,45,40,5,0
3038,178,155,13,178,155,13,0
3039,16,10,6,11,5,6,0
3040,63,58,5,63,58,5,0
3041,44,37,7,40,35,5,0
3042,6,0,6,6,0,6,0
3043,12,10,2,12,10,2,0
3044,31,27,4,31,27,4,0
3045,9,8,1,4,8,1,0
3046,5,0,5,5,0,5,0
3047,16,14,2,2,1,1,0
3048,156,145,11,14,14,0,0
3049,8,7,1,8,7,1,0
3050,12,10,2,3,2,1,0
3051,88,77,11,72,63,9,1
3052,78,72,6,0,0,0,0
3053,5,0,5,3,0,3,0
3054,3,0,3,3,0,3,0
3055,156,145,11,156,145,11,0
3056,257,237,20,257,237,20,0
3057,9,7,2,9,7,2,0
3058,7,2,5,7,2,5,0
3059,11,0,0,10,0,0,0
3060,21,16,5,21,16,5,0
3061,29,24,5,29,24,5,0
3062,45,41,4,41,38,3,0
3063,16,14,2,16,14,2,0
3064,9,8,1,9,8,1,0
3065,2,1,1,2,1,1,0
3066,9,8,1,7,6,1,0
3067,128,120,8,128,120,8,0
3068,13,10,3,13,10,3,0
3069,44,0,0,43,0,0,0
3070,37,33,4,1,1,0,0
3071,7,6,1,6,6,0,0
3072,13,12,1,13,12,1,0
3073,47,0,0,46,0,0,1
3074,135,124,11,2,2,0,0
3075,87,77,10,87,77,10,0
3076,18,12,6,18,12,6,0
3077,10,8,2,7,5,2,0
3078,14,0,0,14,0,0,0
3079,58,50,8,55,47,8,0
3080,53,49,4,2,2,0,0
3081,7,0,7,5,0,5,0
3082,146,138,8,146,138,8,0
3083,53,49,4,44,40,4,0
3084,13,10,3,13,10,3,0
3085,29,25,4,29,25,4,0
3086,29,25,4,29,25,4,0
3087,15,13,2,13,11,2,0
3088,81,77,4,81,77,4,0
3089,166,156,10,166,156,10,0
3090,7,0,7,3,0,3,0
3091,13,12,1,13,12,1,0
3092,168,152,16,1,1,0,0
3093,301,287,14,301,287,14,0
3094,37,31,6,37,31,6,0
3095,8,0,8,8,0,8,0
3096,3,0,3,3,0,3,0
3097,34,30,4,34,30,4,0
3098,36,31,5,36,31,5,0
3099,89,81,8,89,81,8,0
3100,36,34,2,36,34,2,0
3101,45,0,0,45,0,0,0
3102,13,7,6,13,7,6,0
3103,226,212,14,15,9,6,0
3104,20,3,17,20,3,17,0
3105,2,0,2,2,0,2,0
3106,10,9,1,10,9,1,0
3107,70,63,7,70,63,7,0
3108,291,271,20,2,2,0,0
3109,11,2,7,11,2,7,0
3110,9,7,2,7,5,2,0
3111,52,46,6,52,46,6,0
3112,8,6,2,8,6,2,0
3113,8,7,1,2,2,0,0
3114,14,12,2,11,9,2,0
3115,24,15,9,23,15,8,0
3116,18,14,4,18,14,4,0
3117,24,0,0,6,0,0,0
3118,52,47,5,1,1,0,0
3119,7,4,3,7,4,3,0
3120,2,0,2,1,0,1,0
3121,19,15,4,15,12,3,0
3122,17,13,4,15,11,4,0
3123,12,10,2,12,10,2,0
3124,21,3,18,21,3,18,0
3125,31,26,5,31,26,5,0
3126,4,0,4,4,0,4,0
3127,24,21,3,24,21,3,0
3128,18,15,3,18,15,3,0
3129,17,11,6,17,11,6,0
3130,48,44,4,48,44,4,0
3131,3,0,3,3,0,3,0
3132,4,1,3,4,1,3,0
3133,50,44,6,50,44,6,0
3134,19,17,2,19,17,2,0
3135,9,5,4,5,5,0,0
3136,66,60,6,32,30,2,0
3137,110,104,6,110,104,6,0
3138,32,27,5,31,26,5,0
3139,50,44,6,50,44,6,0
3140,34,29,5,3,1,2,0
3141,22,19,3,21,18,3,0
3142,40,29,11,40,29,11,0
3143,70,61,9,7,7,0,0
3144,0,0,0,0,0,0,40
3145,80,75,5,60,75,5,20
3146,3,1,2,3,1,2,0
3147,17,13,4,17,13,4,0
3148,9,0,0,9,0,0,0
3149,5,2,3,5,2,3,0
3150,24,22,2,1,1,0,0
3151,18,12,6,18,12,6,0
3152,167,160,7,99,95,4,0
3153,10,9,1,10,9,1,0
3154,3,0,3,3,0,3,0
3155,180,173,7,180,173,7,0
3156,12,11,1,11,10,1,0
3157,12,0,0,12,0,0,0
3158,13,11,2,13,11,2,0
3159,18,16,2,18,16,2,0
3160,79,74,5,74,70,4,4
3161,73,67,6,73,67,6,0
3162,212,200,12,2,2,0,0
3163,7,0,7,7,0,7,0
3164,35,30,5,35,30,5,0
3165,53,47,6,53,47,6,0
3166,23,18,5,23,18,5,0
3167,32,29,3,3,1,2,0
3168,174,166,8,24,24,0,0
3169,4,0,4,4,0,4,0
3170,12,10,2,1,1,0,0
3171,15,13,2,15,13,2,0
3172,27,23,4,27,23,4,0
3173,3,2,1,3,2,1,0
3174,27,23,4,27,23,4,0
3175,21,15,6,21,15,6,0
3176,3,2,1,3,2,1,0
3177,27,19,8,27,19,8,0
3178,112,104,8,112,104,8,0
3179,13,0,0,13,0,0,0
3180,49,45,4,47,45,2,0
3181,7,0,7,7,0,7,0
3182,30,0,0,21,0,0,0
3183,118,112,6,2,2,0,0
3184,10,0,0,10,0,0,0
3185,53,49,4,53,49,4,0
3186,137,128,9,137,128,9,0
3187,44,40,4,44,40,4,0
3188,111,99,12,17,15,2,0
3189,257,247,10,0,0,0,0
3190,132,124,8,132,124,8,0
3191,12,0,0,12,0,0,0
3192,90,80,10,90,80,10,0
3193,145,138,7,145,138,7,8
3194,30,25,5,4,3,1,0
3195,1,0,1,0,0,0,3
3196,285,270,25,1,1,0,0
3197,8,5,3,8,5,3,0
3198,20,18,2,20,18,2,0
3199,11,9,2,11,9,2,0
3200,44,41,3,44,41,3,0
3201,10,8,2,10,8,2,0
3202,46,42,4,46,42,4,0
3203,394,381,13,50,47,3,0
3204,77,66,11,7,0,0,0
3205,15,0,0,15,0,0,0
3206,15,9,6,15,9,6,0
3207,22,20,2,22,20,2,0
3208,2,0,2,2,0,2,0
3209,46,42,4,46,42,4,0
3210,88,84,4,84,84,0,0
3211,16,0,16,16,0,16,0
3212,69,58,11,25,25,0,0
3213,33,30,3,1,1,0,0
3214,3,0,3,3,0,3,0
3215,67,60,7,47,47,0,0
3216,6,0,6,6,0,6,0
3217,11,0,0,11,0,0,0
3218,19,17,2,19,17,2,0
3219,50,45,5,23,22,1,0
3220,2,0,2,2,0,2,0
3221,3,2,1,2,1,1,0
3222,9,6,3,8,5,3,9
3223,21,17,4,21,17,4,0
3224,14,0,0,14,0,0,0
3225,14,0,14,11,0,11,0
3226,100,94,6,8,7,1,0
3227,15,9,6,15,98,6,0
3228,30,24,6,30,24,6,0
3229,172,162,10,0,0,0,0
3230,37,31,6,33,37,6,0
3231,61,57,4,3,1,2,0
3232,46,41,5,23,23,0,0
3233,47,39,8,47,39,8,0
3234,15,10,5,0,0,0,0
3235,14,0,14,14,0,14,0
3236,7,5,2,7,5,2,0
3237,6,1,5,6,1,5,0
3238,23,0,0,23,0,0,0
3239,119,111,8,119,111,8,0
3240,26,23,3,20,19,1,0
3241,69,61,8,0,0,0,0
3242,10,9,1,10,9,1,0
3243,90,84,6,90,84,6,0
3244,269,246,23,269,246,23,0
3245,9,0,0,9,0,0,0
3246,106,100,6,11,11,0,0
3247,112,107,5,112,107,5,0
3248,10,9,1,10,9,1,0
3249,15,13,2,7,5,2,0
3250,14,11,3,9,6,3,0
3251,10,7,3,10,7,3,0
3252,30,27,3,1,1,0,0
3253,130,126,4,130,126,4,0
3254,7,5,2,4,4,0,0
3255,192,169,23,181,158,23,0
3256,72,66,6,53,51,2,0
3257,135,120,15,93,87,6,0
3258,3,0,3,3,0,3,22
3259,12,10,2,2,1,1,0
3260,49,44,5,44,39,5,0
3261,13,0,0,13,0,0,0
3262,76,71,5,38,38,0,0
3263,2,0,2,1,0,1,0
3264,50,45,5,50,45,5,0
3265,3,0,3,1,0,1,0
3266,51,47,4,4,3,1,0
3267,3,1,2,3,1,2,0
3268,38,33,5,26,0,0,0
3269,28,0,0,28,0,0,0
3270,177,163,14,0,0,0,0
3271,6,2,4,4,1,3,0
3272,23,20,3,23,20,3,0
3273,5,2,3,5,2,3,0
3274,29,0,0,29,0,0,0
3275,6,5,1,6,5,1,0
3276,35,31,4,19,17,2,0
3277,2,0,2,2,0,2,19
3278,4,1,3,4,1,3,0
3279,3,1,2,3,1,2,0
3280,3,1,2,3,1,2,0
3281,18,16,2,18,16,2,0
3282,30,0,0,30,0,0,0
3283,9,1,8,9,1,8,0
3284,14,11,3,1,1,0,0
3285,9,8,1,9,8,1,0
3286,24,15,9,24,15,9,0
3287,49,45,4,49,45,4,0
3288,3,1,2,3,1,2,0
3289,3,1,2,2,1,1,0
3290,17,13,4,17,13,4,0
3291,116,109,7,2,2,0,0
3292,11,9,2,9,7,2,0
3293,6,5,1,1,1,0,0
3294,30,25,5,30,25,5,0
3295,25,22,3,11,11,0,0
3296,4,0,4,4,0,4,49
3297,50,45,5,50,45,5,0
3298,7,6,1,7,6,1,0
3299,179,170,9,174,169,5,4
3300,4,2,2,4,2,2,0
3301,11,7,4,11,7,4,0
3302,4,0,4,4,0,4,0
3303,14,12,2,14,12,2,0
3304,17,15,2,17,15,2,0
3305,13,11,2,13,11,2,0
3306,21,18,3,21,18,3,0
